"tweet","sentiment"
" Hope your son is okay!",3
"My coffee got cold blah!",1
"i`m really tired today!!",1
"Friday has a whole different meaning when you have to work Saturday and Sunday",2
" So-so, thanks  I`ve uploaded a new campaign vid, will post the link in a few mins. how are you doing, babe??",2
" It was a lovely attempt at poetry!",3
" friends of mine just meet you today..... I can`t wait until it is my turn",3
"_**** it was indeed  made my life!",3
"is very angrrry! my FB account just got deleted- WTF??? all my poems I have ever written are on there",1
"bye bye South Beach....u never let me down",2
"Where is my bestie when i need him ",1
"wonders when all of these end... hay...  http://plurk.com/p/wy9wi",1
" the script are amaaazing! Rusty halo and i`m yours are my favourites",3
"just found out i wont know my uni results for this year until 17th july at the earliest!!!! hate the wait",1
"got a case of the bubblies.",2
"good night fellow Twitterati. back to work tomorrow",3
" lol hell yes i`m keen. WE`RE GOING SKIING AT TREBLE CONE SOMETIME THIS WINTER",3
" y r we giving up on people?  I actually thought that way for a while too before I found someone who is very intriguing",2
"Wearing glasses gives me a headache.",1
"http://twitpic.com/4jaw9 it`s the frog who`s been attacking Chelsey..LOL! Funny",2
" good good!!",3
" LOL...I think it`s safe to say that we are not alone in our thinking!",3
"plan may changes , nooooooo",1
"'No offense, but your hair is bad today.' Life isn`t worth living anymore   Nothing hurts quite like hair insults. *cries into pillow*",1
" Hi, what are you a consultant for?",2
" .. IN SWEATERS",2
"had a great time celebrating mother`s day  to me, being a mom is the best job on earth!",3
"7846 - almost catching  up, so gonna kick her ****, and woop i will b joing the 10k mile high club soon",1
"Packing up and leaving inlaws house heading home sweet home... Had a nice weekend and back to work in a few hours",3
" Pics? Ah, I`ll probably see you at work at some point... Hopefully b4 it grows out too much",3
" Doubtful! It`s going to be on 24/2!",1
"@_juliamarie people just don`t appreciate nature. it`s sad. did the lil dude survive?",1
"Heading to Beaumont",2
" DEMI YOU WERE SO PRETTY WITH YOU`RE BANGS AND EVERYTHING .YOU LOOK TOO GROWN UP IN THIS PICTURE  i liked your bangs.",3
"any legal studies/law students out there twitter? would love a couple of references to cases inolving bias juries, jury nullification etc",3
"_3 U know - kids do what we DO - not what we SAY ... well, don`t we all, really  ....",3
" it`s ok lol  I think we might do the same dates.",3
"No school, again. This time cuz im sick.",1
" look, i`m following you!",2
"Had a great night! Tomorrow is mothers day",3
" good!  now let`s go get this done..... www.HennesseyBlack.com",3
"John john and I just switched the meaning of PIMP to someone who still pwns at halo when they`re wasted  hahahaha Another amazing night",3
"anyone else having a problem accessing their account info on the istore?  i cant buy music and cant look at my account",1
"I`m off to a fun filled evening at a funeral home ...  Joy.",3
"i wanna vote for Miley Cyrus for the mtv movie awards..but i don`t know where i could  somebody could send me a link? thaank you <3",3
"whopee TGIF   that was more fun when i had a job",3
"has sent Ben off to do the weekly shop  woo! xxxxx",2
" yea yea  im about to torture myself by doing a stanky leg marathon..ima do the dance for hrs til I can`t no mo",1
"borred what everyone doingn check out links on my profile",1
" Sims 2 owns my life lately! LOL I want to get Sims 3, but my computer can`t support it.",2
" Thats good!  Keep it up guys! Would love to come down and visit sonetime",3
"  i just want to wish your mom a happy mothers day!",3
" It`s on today`s menu, don`t worry",3
"My dad`s not feeling well. I want to make him soup. Suggestions guys? + get well soon ayah",1
"So I`m REALLY considering it at the moment  Same days but even more money. Harder work though but can`t imagine harder than I do now.",1
"no clue wtf im doing",1
"Ada acara menarik lain: Keys to the VIP di channel V. Ttg straight yg dikasih tasks to approach strangers in the crowd.. Hmm",2
"Stupid jobs, idk what to do.",1
"enjoying the great sunshine.. from indoors.. I don`t feel good today",2
"Fantastic weekend - hairdressers, stylish luncheons & a Fabulous girlie night with wine, cheeses & chocolates...And dancing till morning",3
"Hello to all my new followers..    say hi @ me so i can say its nice to meet you too!",3
" Too bad.",1
" its cuz you love me. dont make me sad",2
" Yeah, plus I always totally overspend",1
" yeah I was like oh oh oh yeah that`s it but then she said no  lol bummer",2
"Boring starting work weekend soon................ 1st need to get a Tim Coffee so I can make it through this **** night shift........",1
"TV time  see yall later! xoxo",2
"Muay Thai was awesome. I`m gonna be sore in the morning! I feel like being bad and eating junk tho",2
" Soooooo true. I don`t dare ask for something like that!",2
"_shines92 aww that sucks",1
" Yeah, planning to do that actually. Got a Kinokuniya discount card, so I`m going to splurge.  Just worried about being overwhelmed.",1
" got it at answered",2
"Nice and clean now",3
"aww  you are too kind!! Hi sweetie! Are you guys out partying without me   I`m the only person who came to work 2nite lol",3
" so I tried jumping without the trampoline and its like thud* thud*  shouldn`t have eaten that cookie.  http://myloc.me/1XIz",2
" Re: meetings, you were right.  My afternoon has started to fill up",2
" ok2  g`nyt? Haha too early.",3
" Oh no!",1
" hahah  okay then thanks for this short explanation ;)",3
" Unfortunately, no.",1
" have you seen 'The Fifth Element'? makes 'super green' a lot funnier",3
" I called but you didnt answer",2
"No more pizza for Jamie? wtg  http://bit.ly/DVSCA (Britains got talent, sure has.)",2
"can`t find my trusty hair tie  My hair will spill all over the place when I run!Mom`s bands doesn`t work for me,normal ones hurt.(((",1
": I sent you an other call me back message  x",2
" If you mention this twitter group to your followers I would be very grateful",3
"Mode: Home Office",2
"Missing how it used to be",1
" thankyou  how is ur night?",3
"Might be in the middle of a perfect weekend...",3
"My TI89 died. I don`t know why.",1
" you mum sounds so humble ! what a sweet thing to ask for",3
" noooo! Little piggies.  i`ll vote anyway, hmpf. We need to hang out soon pls. :hugs!:",2
"Making an iMovie of college",2
"Missed getting my 'Twilight' jacket @ modcloth! Man I wish I didn`t have long monkey arms and could of gotten the L instead!!",1
"Happy mother`s day to all the mom`s! Love you mom",3
" YOU`RE TELLING ME.",2
"_Thompson u may need this pill...i think u are crazy...here take on of mine",1
"I`m pissed, someone took my wallet",1
"Hey dude who turned down a flyer, you`re a poser and not nice",1
" so excited for you and Paris ooh lala  i look forward to knowing you a long long time lovely ! hugs n kisses g",3
" So!!! Why should that matter? I bet you would be GREAT at it! I do!!! It`s what you love, right? Why not go for it!",3
"On the set of Chuck Bass` New York Palace Hotel. Too bad they weren`t filming today.   http://twitpic.com/67nht",1
"If anyone needs help with images, let me know and i will convo you the forum`s link",3
"My throat is killing me",1
"Shower is taken. It is in the room right by the bed. Yeasterday we had the shower on the balcony, with sea wiew, that was a bit nicer",3
" HAHA I took the quiz on fb and missed the mcfly one",2
"yay! boxing!! although after the boxing, sparring & eating, have to spend the rest of the evening troubleshooting java code for hw.",2
"Worked out for about an hour.. nothing to hardcore. Sitting in Starbucks waiting to start work",2
"last day working for Tend",2
" I`m grateful that my kids also don`t like them, lol.  Textbooks are a tool, not the sole means of education",2
" i want to! but im not over 18 and t&c says over 18`s only  wanna make an exception for me ;)",2
" was there yet another semi final tonight?",2
"Ugh worried about my math test",1
"I`ve Got An Urge To Make Music Like Massively.. I`m Going To The Studio",2
" lucky girl!!! I work all day tomorrow! and maybe even Monday!!",3
"Ugh cant sleep on  this bus.  still have like 5 hours",1
" Yeah, Jimmy Fallon is back to do a skit. Yay!!!!",3
" Not a fan of the layout change of hyperlinks. I don`t like the indentation and, well, I`m clicking and no link shows.",1
" But...but...I`m not!",2
"sorry guys i didn`t sign in for a while  sorry every1",1
"Hmm...what to make for dinner tonight???  No clue.  Don`t feel like cooking anything    Hubby wants to go away tonight.",2
" gotta check with the bro on that...and mine is a girl",2
"I had some work to do, but my wrist hurts too much to do any of it.",1
"I have a crush on this guy at my job, name is tyler and his eyes are blue and very mesmerizing and he is too cool. Nite",3
" your welcome",2
" wifeyyyyyy  me no likey u siky",2
" Did we hear our name ? Thanks Ankit, get them on to our parlour   #HokeyPokeyBandra",3
" cause i wasn`t there!",2
"omg a rat... ewwwww. omg i cant wait for tha marra.. so ecxcited. annabel cant go tho",2
"shower time",2
"Got my braces tightened today. Then I got McDonalds! HAHA  Sport tomorrow yay yay yay! Netball tryouts.. wish me luck to make the team! :l",3
"in class sick and hungry",1
"Heading to bed. I think I`ll read for a bit, propped up on fluffy pillows.",2
"Having Problems With My BlackBerry UGH I need another charged Battery! (@ least 4 now)  ",1
" Yikes!  I hope she was okay.  I never her heard her say her tummy hurt.",2
"  that made me sad..",1
"is drinking. Yay!",3
"whenever it rains it`s so hard to get motivated",1
" soz i neva saw this message till now...if u add then delete me i cant see any messages uve left on my page",2
"   I tried that pincode... and it says it is expired... you only just put it up.",2
"At ihop with the besties..minus one  where`s the dr.???? At work of course",2
"is hoping that she left her bb at home and didn`t lose it on the Metro",3
"'I`m giving up on you. I don`t care how you mess up your life now.'... :`(",1
"Just got caught in the down pour",1
"ahhhhh **** it..... none of my friends want to see it... and they don`t wanna chill tonight... so its just me myself and i",1
"my dark knight dvd is missing   i`m pissed",1
" hmmm they are on offer in Tesco as well but I don`t think the wee one next to me will stock them!",2
" but i realllllllly want to. llike im really starting to hate PA. btw, i just messaged the great one known as dylan",1
"Done with classes and packing for the atlanits!! I hope miley`s there",2
"Bummed that F! F! F! broke up",1
" thank you. yes yes. hooray!",3
" i cant call  im at work",2
"Y am i still awoke @ 5:12 a.m",2
" aww i`m sorry   glad mommy took care of you. erin is in for some fun if there`s a bug on you in colorado",2
"wolverine was a bit short. waiting for cat to get dressed then off to York for the day",2
